@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
1.0689, 1.3017, 0.07, 0.16, 0, 0, 0.0191, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0.2371, 0, 0.3522, 42.88, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0053, 0.355,185
0.4533, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0.895, 0.0967, 0, 0, 0, 0.0657, 0, 0, 0, 0, 1.0113, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0198, 0, 0, 0.0073, 0,185
0.7867, 0, 0.07, 0, 0, 0.428, 0.0473, 0, 0, 0, 0, 0, 0, 0, 0, 0.3821, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0864, 0, 0.0533, 0, 0, 0.0198, 0,185
1.7611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3978, 0, 0, 0, 0.1964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0935, 0, 0, 0.0082, 0,185
1.2489, 0, 0, 0.16, 0, 0, 0.0267, 0, 0.2263, 0, 0, 0, 0, 0, 0, 0.145, 0.0532, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0.0365, 0, 0, 0.0191, 0,185
1.3044, 2.4833, 0.14, 0, 0.065, 0, 0.0191, 0, 0.4475, 0, 0, 0.0693, 0, 0, 0, 0, 0, 0, 0, 0, 0.305, 0, 0, 0, 0, 0.0931, 0, 0, 0.0377, 0, 0.1796, 0, 0, 0.0152, 0,185
0.9767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0.18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0606, 0, 0, 0.0064, 0,185
0.4922, 0, 0, 0, 0, 0, 0.0393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14, 0, 0, 0, 0, 0, 0, 0.0719, 0, 0, 0, 0, 0.0198, 0, 0, 0.0056, 0,185
0.8678, 0, 0, 0, 0, 0, 0.0407, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0.0532, 0, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0089, 0,185
0.4622, 1.6617, 0.1178, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0, 0, 0.1613, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0.0431, 0, 0, 0.0107, 0,185
0.2978, 0, 0, 0.16, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.0914, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0.075, 0, 0.0159, 0, 0, 0.0146, 0,185
0.4044, 2.7233, 0.14, 0.4767, 0.5, 0, 0.0518, 0, 1.3163, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.1289, 0, 0, 0, 0, 0.0584, 0, 0, 0.0092, 0,185
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.094, 0, 0, 0, 0.0015, 0,185
0.8411, 0, 0, 0, 0, 0, 0.0494, 0, 0.3388, 0, 0, 0.0356, 0, 0, 0, 0.1579, 0.06, 0, 17.15, 0, 0, 0, 0, 0, 0, 0, 0, 2.21, 0.0923, 0, 0.0365, 0, 0, 0.0209, 0,185
0.9489, 3.2083, 0.21, 0, 0, 0, 0, 0, 0.2213, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1441, 0, 0, 0.028, 0,185
1.5322, 1.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0715, 0, 0, 0, 0.0657, 0, 0.0411, 0, 0, 0.2063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2188, 0, 0, 0.0069, 0,185
2.15, 0, 0, 0, 0.1815, 0, 0.0157, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0.1307, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0.2409, 0.094, 0.0869, 0, 0, 0.0195, 0,185
0.2833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.0656, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0093, 0,185
1.5967, 0.7683, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0, 6.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0.0386, 0, 0, 0.008, 0,185
1.8678, 1.275, 0.14, 0, 0, 0, 0, 0, 0.5338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0167, 0, 0, 0.0114, 0,185
2.2644, 0.38, 0.07, 0, 0, 0, 0.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0.2236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0.1151, 0, 0, 0.0048, 0.355,185
1.1044, 0.8283, 0, 0, 0, 0, 0.0191, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0357, 0, 0.2629, 0.0034, 0,185
0.4744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0541, 0, 0, 0, 0.425, 0.0711, 0, 2.14, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.0159, 0,185
0.8178, 0, 0.1544, 0, 0, 0, 0, 0, 0, 0, 0, 0.0663, 0, 0, 0.1522, 0.0793, 0.0605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.069, 0, 0, 0.0085, 0,185
3.19, 1.5167, 0.07, 0, 0, 0, 0.0504, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0.2106, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0.1778, 0, 0, 0.0137, 0,185
1.5644, 2.26, 0.14, 0, 0, 0, 0.0499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0.0656, 2.14, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0.0092, 0,185
0.8622, 0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0.5967, 0.1289, 0, 0, 0, 0.4614, 0, 0.0406, 0, 0, 0.3225, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0.0471, 0, 0, 0.0114, 0,185
0.4033, 0, 0, 0, 0, 0, 0.0199, 0, 0.1125, 0, 0, 0.183, 0, 0, 0, 0.2393, 0, 0, 0, 0, 1.13, 0, 0, 0, 0, 0, 0, 0, 0.1323, 0.11, 0.1475, 0, 0, 0.0148, 0,185
1.5144, 0.195, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.0774, 0, 0, 0, 0.0793, 0.1295, 0, 0, 0, 0, 0, 0, 0, 0, 0.0547, 0, 0, 0.0377, 0, 0.0639, 0, 0, 0.0082, 0,185
1.2011, 0, 0, 0, 0, 0, 0, 0, 0.2813, 0, 0, 0, 0, 0, 0, 0.1743, 0.0532, 0, 0, 0, 0, 0, 0.1365, 0, 0, 0.1011, 0, 0, 0, 0, 0.0337, 0, 0, 0.0034, 0,185
0.49, 0, 0.1344, 0, 0, 0, 0.0264, 0.1246, 0.1125, 0, 0, 0.067, 0, 0, 0, 0.1879, 0, 0.0811, 0, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0186, 0, 0, 0.0092, 0,185
0.3756, 0, 0.07, 0, 0, 0, 0.0727, 0, 0, 0, 0, 0, 0, 0, 1.0433, 0.0793, 0, 0, 0, 0, 0, 0, 0.1096, 0, 0, 0, 0, 0, 0, 0, 0.0914, 0, 0, 0.0111, 0,185
1.2033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.5329, 0, 0.0656, 0, 0, 0.3225, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0.0091, 0,185
0.5222, 0, 0, 0.16, 0, 0, 0, 0.0908, 0, 0, 0.5967, 0.113, 0, 0, 0, 0.2664, 0, 0, 0, 0, 0, 0, 0, 0.4889, 0, 0, 0, 0, 0.075, 0, 0.0345, 0, 0, 0.0108, 0,185
2.06, 0, 0, 0, 0, 0, 0, 0, 0.3388, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0.9688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0087, 0,185
4.1667, 0.3883, 0, 0, 0, 0, 0.0393, 0, 0.3388, 0, 0, 0.0504, 0, 0, 0, 0, 0.0711, 0.0411, 0, 0, 1.6138, 0, 0.1504, 0, 0, 0.0547, 0, 0, 0, 0, 0.1639, 0, 0, 0.0197, 0,185
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1456, 0, 0, 0, 0, 0.0874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0036, 0,185
0.1389, 0, 0, 0, 0, 0, 0.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0.645, 0, 0.0548, 0, 0, 0, 0, 0, 0.0545, 0, 0.1169, 0, 0, 0.0088, 0,185
1.94, 0.9417, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0, 0, 0, 0.1011, 0, 0, 0, 0, 0, 0, 0, 0.2697, 0, 0, 0.0377, 0, 0.1349, 0, 0.2629, 0.0059, 0,185
0.66, 0.185, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0, 13.61, 0, 0, 0.1086, 0.0605, 0.06, 0, 0, 0, 0, 0.1796, 0, 0, 0, 0, 0, 0, 0.2367, 0.0571, 0, 0, 0.0079, 0,185
0.9589, 0, 0.07, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0.1356, 0, 0, 0, 0.2621, 0, 0, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0, 0.0205, 0,185
0.5811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2983, 0, 0, 0, 0.1522, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0.2444, 0, 0, 0, 0, 0, 0, 0.0784, 0, 0, 0.0091, 0,185
0.5744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0704, 0, 0, 0, 0.425, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0.0377, 0, 0.0516, 0, 0, 0.0119, 0,185
1.8978, 0, 0.07, 0, 0.0895, 0, 0, 0, 0.2263, 0, 0, 0.1552, 0, 0, 0, 0, 0, 0, 0, 0, 0.9688, 0, 0.0909, 0, 0, 0, 0, 0, 0, 0, 0.0867, 0, 0, 0.0118, 0,185
1.37, 0, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0.063, 0, 0, 0, 0.1579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0085, 0,185
1.8922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0.2995, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1227, 0.1335, 0, 0, 0.0051, 0,185
2.16, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 0, 0, 0.0167, 0, 0, 0.0198, 0,185
0.2278, 0, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0.2371, 0, 0.1628, 0, 0, 0, 0, 0, 0.2444, 0, 0, 0, 0, 0, 0, 0.028, 0, 0, 0.011, 0,185
1.0778, 0, 0, 0, 0, 0, 0.0185, 0, 0.2188, 0, 0, 0, 0, 0, 0.1522, 0.0857, 0.06, 0.1222, 0, 0, 0, 0, 0.0874, 0, 0, 0, 0, 0, 0, 0.38, 0.0818, 0, 0, 0.0165, 0,185
1.8211, 0, 0, 0, 0.0895, 0.454, 0.0242, 0, 0, 0, 0, 0.11, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0.4774, 0, 0, 0.1639, 0, 0, 0, 0, 0, 0, 1.7086, 0.0294, 0,185
1.4556, 1.2667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0.0069, 0,185
0.8744, 0.195, 0, 0, 0.065, 0, 0, 0, 0.1125, 0, 0.2983, 0.1248, 0, 0, 0, 0.0793, 0, 0, 4.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0524, 0, 0, 0.0072, 0.355,185
0.2978, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.0315, 0, 0, 0, 0.1579, 0, 0.1256, 0, 0, 0.4838, 0, 0, 0, 0, 0.0528, 0, 0, 0.0377, 0, 0, 0, 0, 0.0077, 0,185
1.6489, 0, 0, 0, 0, 0, 0, 0.1185, 0.3238, 0, 0, 0, 0, 0, 0, 0, 0.3526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3933, 0.0596, 0, 0.2629, 0.0197, 0,185
0.3656, 0, 0, 0, 0, 0, 0.0264, 0.1231, 0, 0, 0, 0, 0, 0, 1.5656, 0.2371, 0, 0.0761, 0, 0, 0, 0, 0.137, 0, 0, 0, 0, 1.11, 0, 0, 0.0559, 0, 0, 0.0165, 0,185
1.4122, 1.1667, 0.07, 0, 0, 0, 0.0384, 0, 0.1125, 0, 0, 0.0507, 0, 0, 0, 0, 0.1511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0682, 0, 0, 0.0116, 0.355,185
0.6033, 0, 0, 0, 0, 0, 0, 0, 0.4375, 0, 0, 0, 0, 0, 0, 0.6693, 0, 0.1328, 15.01, 0, 0.1613, 0, 0, 0, 0.27, 0, 0, 0, 0.06, 0, 0.0159, 0, 0, 0.0104, 0,185
1.0033, 0, 0.2244, 0, 0, 0, 0, 0.1185, 0, 0, 0, 0.0541, 0, 0, 0, 0.0914, 0, 0.0656, 0, 0, 0, 0, 0, 0, 1.0375, 0, 0.665, 1.11, 0.1209, 0, 0, 0, 0, 0.0133, 0,185
1.8778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1222, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0.0086, 0,185
1.6689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0532, 0.0656, 0, 0, 0, 0, 0.2035, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.0037, 0,185
0.74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1337, 0, 0, 0, 0.3029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1323, 0, 0, 0, 0, 0.01, 0,185
0.9356, 0, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0.0985, 0, 0, 0, 0.1064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1245, 0, 0.0365, 0, 0, 0.0041, 0,185
1.1322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.34, 0, 0, 0.1964, 0.06, 0.0411, 0, 0, 0, 0, 0, 0, 0.5425, 0, 0, 1.11, 0, 0.2627, 0.1053, 0, 0, 0.0217, 0,185
1.1211, 0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0, 0, 0, 0, 0.12, 0.0567, 0, 0, 0, 0, 0.1796, 0, 0, 0, 0, 0, 0, 0, 0.0841, 0, 0, 0.0165, 0,185
0.7056, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0.2983, 0, 0, 0, 0.1522, 0.1064, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0.0628, 0, 0, 0, 0, 0, 0, 0, 0.0083, 0,185
2.1311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.3948, 0, 0, 0, 0, 0, 0, 0, 0.0249, 0, 0, 0.0063, 0,185
0.7589, 0, 0, 0, 0, 0, 0, 0, 0.2263, 0, 1.7917, 0, 0, 0, 0, 0.1157, 0.0605, 0, 0, 0, 0.1613, 0, 0, 0.2111, 0.5425, 0, 0, 0, 0, 0, 0.0431, 0, 0, 0.0167, 0,185
0.3167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5967, 0.0356, 0, 0, 0, 0.3164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.0126, 0,185
1.2533, 3.475, 0, 0, 0, 0, 0.0678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0447, 0, 0, 0.0076, 0,185
0.9578, 0.38, 0, 0, 0, 0, 0.0185, 0.0623, 0, 0, 1.4933, 0, 0, 0, 0, 0.3457, 0, 0.2278, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.111, 0, 0, 0.009, 0,185
2.3222, 1.17, 0.21, 0, 0, 0, 0.0845, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0.1517, 0, 0, 0, 0, 0, 0, 0, 0.065, 0, 0, 0.0377, 0, 0.0365, 0, 0, 0.0196, 0,185
0.4444, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0.2983, 0.0663, 0, 0, 0.3056, 0, 0, 0, 0, 0, 0, 0.4075, 0.2652, 0, 0, 0, 0, 0, 0, 0, 0.0678, 0, 0, 0.013, 0,185
1.5244, 0.38, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0.0356, 0, 0, 0, 0.3029, 0, 0, 0, 0, 0, 0, 0.0596, 0, 0, 0.0797, 0, 0, 0.075, 0, 0, 0, 0, 0.004, 0,185
0.78, 0.5633, 0.14, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0, 0, 1.85, 0, 0.0274, 0, 0, 0.3167, 0, 0, 0, 0, 0.0859, 0, 0, 0.0066, 0,185
1.0656, 0, 0, 0, 0, 0, 0.0591, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0.1086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0.38, 0.0198, 0, 0, 0.0148, 0,185
0.8, 0, 0, 0, 0.163, 0, 0.0306, 0.0908, 0, 0, 3.3433, 0, 0, 0, 0, 1.1536, 0, 0.1067, 0, 0, 0.1613, 0, 0, 0, 1.0825, 0.0314, 0, 2.21, 0, 0.2427, 0.0373, 0, 0, 0.012, 0,185
0.6033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1313, 0.0635, 0, 0, 0.0076, 0,185
0.8878, 1.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4838, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0.0445, 1.93, 0, 0.0061, 0,185
1.3667, 0, 0, 0.4767, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0.1984, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0.1323, 0, 0.02, 0, 0, 0.0032, 0,185
0, 0.195, 0, 0, 0, 0, 0.0499, 0.1185, 0.3513, 0.55, 0, 0.2048, 0, 0, 0.3056, 0.0857, 0.0532, 0.0656, 0, 0, 0, 0, 0.133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0223, 0,211
0, 0.185, 0, 0, 0, 0, 0.0555, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.0314, 0, 0, 0, 0, 0.02, 0, 0, 0.013, 0,211
0, 0, 0, 0.4767, 0, 0, 0, 0, 0, 0, 0, 0.0544, 0, 0, 0.1733, 0.2736, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306, 0, 0, 0.0136, 0,211
0, 0, 0, 0.4767, 0, 0, 0.0157, 0.7592, 0.7813, 0, 0, 0, 0, 0, 0, 0, 0, 0.3794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1323, 0, 0, 0, 0, 0.0152, 0,211
0, 0, 0, 0, 0.065, 0, 0, 0, 0, 0, 0, 0.3744, 0, 0, 0.1733, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0, 0.0167, 0, 0, 0.0175, 0,211
0.0867, 0, 0, 0.16, 0, 0, 0, 0.1854, 0.7013, 0, 0, 0, 0, 0, 0, 0.2007, 0, 0.0406, 0, 0, 0, 0, 0.0274, 0, 0, 0.0536, 0, 0, 0.0545, 0, 0, 0, 0, 0.0087, 0,211
0, 0.195, 0, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0, 0, 0, 0.1071, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0.1933, 0.665, 0, 0, 0, 0, 0, 0, 0.02, 0,211
0, 0, 0, 0.3167, 0, 0, 0.0194, 0, 0.175, 0, 0, 0.1537, 0, 0, 0, 0, 0, 0.205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0431, 0, 0, 0.0108, 0,211
0, 0, 0, 0, 0, 0, 0.1009, 0.2446, 0.5263, 0, 0, 0.0904, 0, 0, 0, 0, 0, 0.2456, 0, 0, 0, 0, 0.0596, 0, 0, 0.0478, 0, 0, 0, 0, 0, 0, 0, 0.0084, 0,211
0, 0, 0, 0, 0, 0, 0.0267, 0, 0.1125, 0, 0, 0, 0, 0, 0.3056, 0.0914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0,211
0, 0.195, 0, 0, 1.5145, 0, 0, 0, 0, 0, 0, 0.1019, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.2278, 0, 2.21, 0.06, 0, 0, 0, 0, 0.0351, 0,211
0, 0, 0, 0, 0, 0, 0.0267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0689, 0.06, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0157, 0,211
0.1611, 0, 0, 0.3167, 0, 0, 0.047, 0.1246, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0.1517, 0, 0, 0, 0, 0.0596, 0, 0, 0.0536, 0, 0, 0, 0, 0, 0, 0, 0.0094, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1481, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0.0551, 0, 0, 0.0248, 0,211
0, 0.195, 0, 0.16, 0, 0, 0.0267, 0.1692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0.61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0,211
0, 0.39, 0, 0, 0.149, 0, 0.0199, 0.1246, 0, 0.6113, 0, 0, 0, 0, 0, 0, 0.1216, 0.0639, 0, 0, 0.4075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0121, 0,211
0, 2.045, 0, 0, 0, 0, 0.467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1663, 0.2283, 0, 0, 0, 0, 0, 0, 0, 0.0675, 0, 0, 0, 0, 0.0869, 0, 0, 0.0087, 0,211
0, 1.5967, 0, 0, 0.081, 0, 0.0399, 0, 0, 0, 0, 0.103, 0, 0, 0, 0, 0.39, 0.5617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02, 0, 0, 0.0067, 0,211
0, 0.39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3256, 0, 0, 0.1167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0.0009, 0,211
0, 0, 0, 0.16, 0.086, 0, 0, 0.0785, 0.4425, 0, 0, 0, 0, 0, 0, 0.0857, 0.0605, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0.1627, 0.06, 0, 0, 0.0106, 0,211
0.0811, 0, 0, 0, 0, 0, 0.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0.7207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2567, 0.0373, 0, 0, 0.011, 0,211
0, 1.23, 0, 0, 0.172, 0, 0.0191, 0, 0.175, 0, 0, 0.2626, 0, 0, 0, 0, 0, 0.1389, 0, 0, 0, 0, 0, 0, 0, 0.065, 0, 0, 0.0605, 0.2207, 0, 0, 0, 0.0142, 0,211
0, 0.4483, 0, 0.16, 0.086, 0, 0, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0.1707, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.1627, 0.03, 0, 0, 0.0213, 0,211
0, 0, 0, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0081, 0,211
